,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,
ENSG00000106211,10361.68424,0.359190972,0.06089985,5.898060054,3.68E-09,1.22E-07,
ENSG00000104369,494.406896,0.359012618,0.091757436,3.912626976,9.13E-05,0.001181171,
ENSG00000179862,1834.780935,0.357268341,0.082674181,4.321401646,1.55E-05,0.000248586,
ENSG00000115274,560.4471312,0.356357585,0.089422126,3.985116426,6.74E-05,0.000908794,
ENSG00000173482,372.7605198,0.356345373,0.107302115,3.320953859,0.000897104,0.008147745,
ENSG00000128309,792.6014469,0.356162222,0.082177629,4.334053254,1.46E-05,0.000236221,
ENSG00000069702,341.728064,0.355867118,0.112692356,3.157863849,0.001589298,0.013177462,
ENSG00000147592,1005.989283,0.355847051,0.080050484,4.445282925,8.78E-06,0.00015072,
ENSG00000079459,2833.322079,0.35557885,0.075893094,4.685259636,2.80E-06,5.51E-05,
ENSG00000198720,246.69884,0.354611671,0.133314594,2.659961382,0.007814961,0.047554757,
ENSG00000162840,13799.67242,0.353917676,0.051402816,6.885180706,5.77E-12,2.98E-10,
ENSG00000177096,392.9964726,0.353713624,0.108390065,3.263339905,0.001101074,0.009689256,
ENSG00000111674,818.674737,0.35335632,0.086936243,4.064545533,4.81E-05,0.000676122,
ENSG00000188211,620.9745612,0.353268071,0.092227262,3.830408321,0.000127931,0.00156611,
ENSG00000184500,599.4587222,0.353053519,0.088373785,3.995002796,6.47E-05,0.000875803,
ENSG00000143772,417.9502439,0.352838985,0.104646454,3.371724231,0.000746992,0.00698821,
ENSG00000174684,504.1270923,0.352093114,0.093616377,3.761020523,0.000169222,0.0019916,
ENSG00000114999,3976.47864,0.351421792,0.048259929,7.281854773,3.29E-13,2.02E-11,
ENSG00000178531,3212.869428,0.35102036,0.078644869,4.463359948,8.07E-06,0.000139376,
ENSG00000251211,840.8621647,0.350813222,0.103915138,3.375958763,0.000735589,0.006902378,
ENSG00000124786,546.5129484,0.350805092,0.091934359,3.815821369,0.000135731,0.001646636,
ENSG00000099377,1159.162049,0.350343105,0.074232233,4.719555002,2.36E-06,4.71E-05,
ENSG00000119138,1038.745805,0.34985195,0.072424512,4.830573786,1.36E-06,2.89E-05,
ENSG00000112812,266.730368,0.349401194,0.120418928,2.90154711,0.003713249,0.026295094,
ENSG00000131759,1481.98429,0.349199975,0.075104436,4.649525316,3.33E-06,6.44E-05,
ENSG00000230216,2271.827472,0.348422899,0.078038646,4.464748166,8.02E-06,0.000138595,
ENSG00000196535,1451.588519,0.347364876,0.062692354,5.540785347,3.01E-08,8.75E-07,
ENSG00000130312,1312.071774,0.34719693,0.067276505,5.160745639,2.46E-07,6.12E-06,
ENSG00000138613,354.9222702,0.347166406,0.112571175,3.083972499,0.002042565,0.016290245,
ENSG00000163932,2002.852918,0.346905028,0.065211068,5.31972624,1.04E-07,2.71E-06,
ENSG00000182957,373.8350912,0.346716411,0.109001822,3.180831323,0.001468531,0.012318492,
ENSG00000125841,1417.518882,0.346657776,0.064318933,5.389669251,7.06E-08,1.91E-06,
ENSG00000064763,513.7311609,0.346389368,0.092642004,3.739009889,0.000184746,0.002147891,
ENSG00000254470,1141.315833,0.346272147,0.072179028,4.797406617,1.61E-06,3.33E-05,
ENSG00000147155,1946.956567,0.346249278,0.063885494,5.41984195,5.97E-08,1.64E-06,
ENSG00000109436,592.4090147,0.345787076,0.086009942,4.020315174,5.81E-05,0.000795936,
ENSG00000139117,343.3529775,0.34517822,0.114865797,3.005056581,0.002655314,0.020175971,
ENSG00000226268,610.5475376,0.344483142,0.091565239,3.762160688,0.000168452,0.001984866,
ENSG00000164125,365.8607891,0.344449339,0.108464683,3.175681983,0.001494847,0.012502698,
ENSG00000122378,1707.634413,0.34376428,0.064379192,5.339679935,9.31E-08,2.45E-06,
ENSG00000171204,1294.673711,0.343706612,0.069634569,4.935861836,7.98E-07,1.78E-05,
ENSG00000213075,595.6945572,0.34359149,0.099849136,3.441106285,0.000579341,0.005641764,
ENSG00000157470,454.6500709,0.343483658,0.095052442,3.613622649,0.000301948,0.0032474,
ENSG00000141295,475.7960251,0.343247503,0.093780051,3.660133471,0.000252084,0.002782619,
ENSG00000155846,1003.491214,0.341825863,0.070982464,4.815638156,1.47E-06,3.07E-05,
ENSG00000233493,810.8593155,0.341027124,0.102688491,3.320986825,0.000896998,0.008147745,
ENSG00000226138,525.4276082,0.340281123,0.111506214,3.051678572,0.002275656,0.017747647,
ENSG00000257316,562.0541225,0.340091524,0.095464422,3.562494977,0.000367347,0.003831776,
ENSG00000103024,1299.471084,0.33983526,0.067030502,5.069859997,3.98E-07,9.43E-06,
ENSG00000218891,894.871921,0.339604547,0.075552094,4.494972003,6.96E-06,0.000122833,
ENSG00000211584,8569.286138,0.339550964,0.051044688,6.652033309,2.89E-11,1.36E-09,
ENSG00000136982,1239.798959,0.338635863,0.067496775,5.017067307,5.25E-07,1.21E-05,
ENSG00000172216,4406.343383,0.338587989,0.061377152,5.516515176,3.46E-08,9.98E-07,
ENSG00000148700,877.2535613,0.338226842,0.077475952,4.365571959,1.27E-05,0.000208618,
ENSG00000101850,2856.512631,0.338093717,0.053548382,6.313798899,2.72E-10,1.08E-08,
ENSG00000149761,726.9303894,0.337610507,0.088028897,3.835223644,0.00012545,0.001545979,
ENSG00000113739,2081.771239,0.3375703,0.063318914,5.331271199,9.75E-08,2.56E-06,
ENSG00000105538,547.2926172,0.337374447,0.090987282,3.707929732,0.000208961,0.002382531,
ENSG00000131626,6860.606,0.3373246,0.045273995,7.450736356,9.28E-14,6.15E-12,
ENSG00000064601,2386.430442,0.336911821,0.062812494,5.363770803,8.15E-08,2.18E-06,
ENSG00000232388,538.3188558,0.336880875,0.090191078,3.735190674,0.000187573,0.002169454,
ENSG00000125730,8181.723387,0.33682138,0.056938712,5.915507568,3.31E-09,1.11E-07,
ENSG00000119771,306.8019324,0.336679952,0.118453527,2.84229571,0.004478993,0.030564865,
ENSG00000102312,349.7414288,0.336405574,0.114895761,2.927919806,0.00341238,0.02463339,
ENSG00000136826,1156.696676,0.336226025,0.077476575,4.339712051,1.43E-05,0.000230961,
ENSG00000059122,669.7395945,0.336161454,0.082731891,4.063263247,4.84E-05,0.000679042,
ENSG00000077585,394.5663823,0.335842838,0.107360908,3.128166903,0.001759003,0.014347691,
ENSG00000183513,325.5552581,0.335762052,0.109920651,3.054585737,0.002253716,0.017590191,
ENSG00000152556,2286.890644,0.335722998,0.054347965,6.177287368,6.52E-10,2.43E-08,
ENSG00000127946,1814.878908,0.335072549,0.060951951,5.497322769,3.86E-08,1.10E-06,
ENSG00000112096,3802.410104,0.334786312,0.061181634,5.472006679,4.45E-08,1.26E-06,
ENSG00000267795,309.8077419,0.334711258,0.117586971,2.846499523,0.00442028,0.030267013,
ENSG00000146267,483.2235733,0.334670215,0.098574224,3.395108808,0.000686013,0.00652257,
ENSG00000162738,718.1258204,0.334410161,0.082748578,4.041279835,5.32E-05,0.000738072,
ENSG00000035499,1613.338868,0.333461437,0.064267689,5.188632774,2.12E-07,5.31E-06,
ENSG00000171435,903.3725986,0.333349064,0.0770216,4.327994514,1.50E-05,0.000242034,
ENSG00000165312,1131.797218,0.333263923,0.072485504,4.597663021,4.27E-06,7.98E-05,
ENSG00000196639,612.6165944,0.332223027,0.093362487,3.558420924,0.000373091,0.003883627,
ENSG00000160752,858.6093803,0.332045516,0.095099685,3.491552224,0.000480223,0.004831082,
ENSG00000156171,1211.102556,0.332005656,0.073317219,4.528344911,5.94E-06,0.000106634,
ENSG00000212864,468.6085492,0.331941779,0.097895945,3.390761258,0.000696988,0.006608063,
ENSG00000168297,1066.407368,0.331662759,0.07414634,4.473083331,7.71E-06,0.000133991,
ENSG00000121005,937.1777398,0.331187654,0.085094381,3.892003821,9.94E-05,0.001268153,
ENSG00000099864,303.7097628,0.331037203,0.125173531,2.644626238,0.00817812,0.049294456,
ENSG00000198911,7986.210088,0.330862024,0.057037142,5.800817064,6.60E-09,2.14E-07,
ENSG00000119729,1206.463214,0.330287089,0.06783947,4.868656672,1.12E-06,2.42E-05,
ENSG00000139629,515.8379676,0.329630716,0.091291486,3.610749798,0.000305313,0.00327657,
ENSG00000204237,657.8144473,0.329578967,0.082137477,4.012528489,6.01E-05,0.00081931,
ENSG00000173153,1211.275964,0.329364955,0.068165899,4.831814159,1.35E-06,2.88E-05,
ENSG00000163485,1798.676247,0.328074595,0.06561788,4.999774354,5.74E-07,1.32E-05,
ENSG00000213585,4224.52602,0.328007135,0.055430781,5.917418612,3.27E-09,1.10E-07,
ENSG00000180672,519.7836897,0.327871923,0.097160793,3.374529084,0.000739421,0.006931856,
ENSG00000136444,939.9853572,0.327625987,0.075156482,4.359251222,1.31E-05,0.000213859,
ENSG00000254719,345.281958,0.327541784,0.116943275,2.800860364,0.005096657,0.033904581,
ENSG00000198624,418.6591088,0.326966788,0.101505109,3.221185539,0.001276615,0.010978346,
ENSG00000143412,384.5395168,0.326840087,0.108041025,3.025147956,0.002485115,0.019077557,
ENSG00000204536,355.3163432,0.326328855,0.107208539,3.043869986,0.002335561,0.018149993,
ENSG00000137699,3439.856716,0.325397543,0.051988673,6.259008493,3.87E-10,1.51E-08,
ENSG00000099337,638.0828993,0.325397004,0.082060196,3.965345198,7.33E-05,0.000976387,
ENSG00000196456,512.1545818,0.325225398,0.091751457,3.544634691,0.000393158,0.004060944,
ENSG00000167964,380.1925858,0.323842587,0.108742665,2.978063734,0.002900757,0.021664015,
ENSG00000095739,815.6668013,0.323772237,0.099989018,3.238077989,0.001203379,0.01044766,
ENSG00000233461,327.1401753,0.322882985,0.119409952,2.703987228,0.006851292,0.04295957,
ENSG00000109265,1194.055659,0.322831543,0.067964778,4.74998302,2.03E-06,4.10E-05,
ENSG00000215845,418.1229125,0.322804139,0.108858857,2.965345666,0.00302343,0.022388761,
ENSG00000008323,428.7991575,0.322015171,0.100859861,3.19269894,0.001409498,0.011887833,
ENSG00000196422,1129.776505,0.321975296,0.076750128,4.195110847,2.73E-05,0.00041136,
ENSG00000149269,1676.497122,0.32194982,0.063060577,5.105405556,3.30E-07,8.02E-06,
ENSG00000111678,700.4894808,0.32188547,0.085835093,3.750045114,0.000176803,0.002066299,
ENSG00000185112,837.0210464,0.321690593,0.098765205,3.257124733,0.00112547,0.009867132,
ENSG00000154734,409.3513179,0.321605286,0.11729008,2.741964935,0.006107286,0.039212329,
ENSG00000115204,453.0747474,0.321575537,0.101582951,3.165644772,0.001547396,0.012867216,
ENSG00000181513,326.2596549,0.32112564,0.114732554,2.798906055,0.005127605,0.034087886,
ENSG00000147642,2714.133205,0.320975327,0.057340689,5.597688664,2.17E-08,6.46E-07,
ENSG00000182742,1207.316641,0.320173805,0.07501753,4.267986491,1.97E-05,0.000308859,
ENSG00000171604,4347.832077,0.320170829,0.068146304,4.698286063,2.62E-06,5.18E-05,
ENSG00000163618,520.6380009,0.320090607,0.111728903,2.864886328,0.00417159,0.028859241,
ENSG00000075240,1172.23867,0.319962035,0.071771444,4.458068821,8.27E-06,0.000142738,
ENSG00000160213,2043.649313,0.319882226,0.059738273,5.354728406,8.57E-08,2.28E-06,
ENSG00000176182,288.6676199,0.318953871,0.119790972,2.662586884,0.007754255,0.047278598,
ENSG00000163697,2696.784999,0.318763606,0.066708188,4.77847794,1.77E-06,3.60E-05,
ENSG00000196372,712.8943443,0.318702964,0.092736601,3.43664702,0.000588963,0.005727134,
ENSG00000135299,639.1179888,0.318684459,0.086952999,3.665019751,0.000247319,0.00273604,
ENSG00000172478,1883.760891,0.318635553,0.072472845,4.396619911,1.10E-05,0.000184625,
ENSG00000130962,645.1307928,0.318191419,0.084481655,3.766396621,0.000165621,0.001957246,
ENSG00000143303,506.5477698,0.318049403,0.095552365,3.328535137,0.00087304,0.007990602,
ENSG00000105612,1727.520077,0.317820709,0.058297449,5.451708665,4.99E-08,1.39E-06,
ENSG00000105289,520.2573269,0.317592449,0.098845603,3.213015441,0.001313492,0.011238526,
ENSG00000143702,639.0831781,0.317576398,0.091370292,3.475707375,0.000509508,0.005095622,
ENSG00000218748,510.3411519,0.317326704,0.097699219,3.247996338,0.001162208,0.010134007,
ENSG00000159792,345.8452246,0.316302796,0.111018218,2.849107129,0.004384212,0.03007129,
ENSG00000115107,1088.638753,0.316125404,0.073537829,4.298813373,1.72E-05,0.000272924,
ENSG00000168993,574.3121675,0.315401744,0.090992672,3.46623236,0.000527807,0.005238953,
ENSG00000106367,1289.320982,0.315377785,0.063567695,4.961290251,7.00E-07,1.59E-05,
ENSG00000106049,477.7747197,0.315342191,0.095791616,3.291960248,0.000994917,0.008911225,
ENSG00000141741,870.8406101,0.314738412,0.073734642,4.268528409,1.97E-05,0.00030835,
ENSG00000182154,952.9337961,0.31463399,0.075999173,4.139966003,3.47E-05,0.000507521,
ENSG00000112667,580.9795647,0.314545038,0.088244222,3.564483086,0.000364574,0.003814735,
ENSG00000244171,392.5795417,0.314412091,0.109722987,2.865507934,0.004163408,0.028822493,
ENSG00000115616,430.0258682,0.313861192,0.099797646,3.14497591,0.001661005,0.013681669,
ENSG00000214160,1874.791104,0.313647728,0.06761309,4.638861047,3.50E-06,6.74E-05,
ENSG00000149743,340.033361,0.312836062,0.108490152,2.883543399,0.003932285,0.027525992,
ENSG00000221869,920.3810518,0.312800956,0.088488149,3.534947448,0.000407856,0.00419766,
ENSG00000101040,1149.254532,0.311955425,0.06725754,4.638222365,3.51E-06,6.75E-05,
ENSG00000186812,405.5729926,0.311904847,0.101950707,3.059369133,0.002218037,0.017372459,
ENSG00000188707,412.6489297,0.311760215,0.101897355,3.059551591,0.002216686,0.017368652,
ENSG00000163435,5142.240331,0.311666489,0.047273179,6.592882006,4.31E-11,1.95E-09,
ENSG00000090674,648.7635093,0.311640988,0.090382963,3.448005878,0.000564742,0.005523691,
ENSG00000136840,386.4548606,0.311532806,0.104314102,2.986487933,0.00282202,0.021186239,
ENSG00000244009,420.0628463,0.311012446,0.105584102,2.945637083,0.003222903,0.023536213,
ENSG00000117410,2448.082725,0.310699825,0.053957485,5.758234025,8.50E-09,2.70E-07,
ENSG00000164081,646.6514776,0.310641693,0.08736548,3.555657149,0.000377035,0.003914544,
ENSG00000198300,646.4312512,0.310520868,0.089542591,3.467856642,0.000524627,0.005216293,
ENSG00000153395,3544.778997,0.310378236,0.055360564,5.606486123,2.06E-08,6.21E-07,
ENSG00000106665,1753.866237,0.310335723,0.060476829,5.131481446,2.87E-07,7.10E-06,
ENSG00000115641,8201.852452,0.310165467,0.043684938,7.100055163,1.25E-12,7.02E-11,
ENSG00000169258,1577.378879,0.309894443,0.064390533,4.812732998,1.49E-06,3.12E-05,
ENSG00000069998,328.2795662,0.309612668,0.109721476,2.821805539,0.004775412,0.032140045,
ENSG00000118276,855.1231067,0.309526818,0.073946868,4.185800257,2.84E-05,0.000426989,
ENSG00000003137,464.8718166,0.309208838,0.093979224,3.290182911,0.001001223,0.008955728,
ENSG00000103145,3822.705476,0.309121069,0.051460851,6.006917198,1.89E-09,6.61E-08,
ENSG00000198931,1638.309263,0.309117034,0.063549649,4.864181603,1.15E-06,2.47E-05,
ENSG00000189120,701.6154388,0.308518925,0.084785316,3.638824983,0.000273885,0.002987159,
ENSG00000166173,746.4420433,0.308503302,0.079898135,3.861207791,0.000112828,0.001407022,
ENSG00000040487,341.9658707,0.308486412,0.109455786,2.818365524,0.004826883,0.032399623,
ENSG00000148158,804.1430539,0.308115347,0.081678995,3.77227152,0.000161768,0.001917357,
ENSG00000125734,521.8603007,0.307605679,0.091185552,3.373403695,0.00074245,0.006953764,
ENSG00000171222,1358.84237,0.307548286,0.067658898,4.545570424,5.48E-06,9.94E-05,
ENSG00000175701,511.4256971,0.307167225,0.09402578,3.266840481,0.001087549,0.009608121,
ENSG00000174111,544.3585085,0.306962261,0.090609232,3.387759204,0.000704661,0.006674512,
ENSG00000196465,943.4641744,0.30687094,0.072655394,4.223649794,2.40E-05,0.000368359,
ENSG00000115073,770.7554076,0.306195221,0.076926469,3.980362332,6.88E-05,0.00092283,
ENSG00000091947,597.5869262,0.306096659,0.090382818,3.386668695,0.000707468,0.006688483,
ENSG00000177628,971.3629234,0.305938789,0.075139331,4.071619843,4.67E-05,0.000659135,
ENSG00000178719,4888.305445,0.305633344,0.050745212,6.022900164,1.71E-09,6.03E-08,
ENSG00000205336,4345.399734,0.305561126,0.05839673,5.232504028,1.67E-07,4.24E-06,
ENSG00000136367,413.0532041,0.305365361,0.108971382,2.8022528,0.005074709,0.033803351,
ENSG00000128881,373.4059561,0.305192413,0.109888189,2.777299514,0.005481264,0.035939491,
ENSG00000197496,458.5774986,0.305128794,0.101533213,3.005211639,0.002653961,0.020173318,
ENSG00000102890,533.1723723,0.305118546,0.09230354,3.305599601,0.000947734,0.008549609,
ENSG00000242779,368.2147203,0.305100133,0.109988022,2.773939621,0.005538196,0.03628909,
ENSG00000197892,537.6193503,0.304980373,0.089864944,3.393763576,0.000689392,0.006546245,
ENSG00000005884,37933.59425,0.303418184,0.039120279,7.756033146,8.76E-15,6.38E-13,
ENSG00000123892,505.5759346,0.303322956,0.094267338,3.217688768,0.00129228,0.011094828,
ENSG00000165175,2382.708454,0.302193399,0.062799605,4.812027084,1.49E-06,3.12E-05,
ENSG00000111816,1007.947746,0.302128859,0.087767944,3.442360012,0.000576662,0.005623857,
ENSG00000167291,4536.526309,0.301890632,0.053158168,5.679101461,1.35E-08,4.17E-07,
ENSG00000171703,765.3452672,0.301491916,0.081901473,3.681153772,0.000232181,0.002595723,
ENSG00000178802,884.7344469,0.301467836,0.072949622,4.132548289,3.59E-05,0.000522665,
ENSG00000169083,2487.80586,0.301310203,0.053115743,5.672709895,1.41E-08,4.31E-07,
ENSG00000116786,2089.066406,0.300640806,0.055970275,5.371436986,7.81E-08,2.10E-06,
ENSG00000116273,960.3966377,0.30013576,0.080268875,3.739130034,0.000184658,0.002147891,
ENSG00000189320,1198.028186,0.300124729,0.08914338,3.366764059,0.000760557,0.007087011,
ENSG00000180035,1174.35709,0.299900201,0.067017058,4.474983099,7.64E-06,0.000133035,
ENSG00000174705,531.1045117,0.29949944,0.091355514,3.2783948,0.001043993,0.009288668,
ENSG00000137103,362.7612162,0.299312717,0.111016484,2.696110574,0.007015437,0.04372631,
ENSG00000165655,2681.4776,0.299280698,0.08110309,3.690126932,0.000224142,0.002521893,
ENSG00000088367,3093.050322,0.299210174,0.055846235,5.357750137,8.43E-08,2.25E-06,
ENSG00000171016,1028.4042,0.298692458,0.0754502,3.958802718,7.53E-05,0.001000865,
ENSG00000254685,515.2704207,0.298473183,0.093781949,3.182629335,0.001459443,0.012247374,
ENSG00000067191,357.3988966,0.298275238,0.107741404,2.76843653,0.005632596,0.036823575,
ENSG00000127399,1467.650977,0.298221299,0.069488636,4.291655677,1.77E-05,0.000281206,
ENSG00000143612,4126.201185,0.298100184,0.047716713,6.247290903,4.18E-10,1.61E-08,
ENSG00000141034,419.2996488,0.297924767,0.098458739,3.025884436,0.00247907,0.019038426,
ENSG00000215256,648.7500265,0.297550758,0.084402122,3.52539428,0.000422853,0.004327126,
ENSG00000065989,577.1150881,0.297433762,0.087398372,3.403195672,0.000666026,0.006368613,
ENSG00000121039,590.1285888,0.296660778,0.088865022,3.338330093,0.000842836,0.007770797,
ENSG00000189143,7230.349889,0.296494902,0.046338084,6.398514507,1.57E-10,6.53E-09,
ENSG00000013563,560.5689569,0.295979213,0.10437386,2.835759951,0.004571679,0.031039215,
ENSG00000128524,1060.13786,0.295853691,0.068625009,4.311164334,1.62E-05,0.000259965,
ENSG00000241680,1107.079192,0.295193372,0.069685924,4.236054518,2.27E-05,0.0003502,
ENSG00000159228,398.1335796,0.294787693,0.106552885,2.766585759,0.005664668,0.036985111,
ENSG00000168309,2521.491324,0.294689144,0.065650467,4.488759274,7.16E-06,0.000126138,
ENSG00000164897,1920.337093,0.294329636,0.061746579,4.766735956,1.87E-06,3.80E-05,
ENSG00000009413,4180.203782,0.293887304,0.052231849,5.62659196,1.84E-08,5.54E-07,
ENSG00000151093,354.2221798,0.293490199,0.107996148,2.717598778,0.006575752,0.041582268,
ENSG00000064545,628.982334,0.293053482,0.087432272,3.351777026,0.000802947,0.007440589,
ENSG00000146386,1203.645886,0.292950021,0.070068763,4.180893265,2.90E-05,0.000433714,
ENSG00000182117,3056.37114,0.292261807,0.05326452,5.486988451,4.09E-08,1.16E-06,
ENSG00000154096,7030.63786,0.292034623,0.05413144,5.394916963,6.86E-08,1.87E-06,
ENSG00000186193,1748.552465,0.291906913,0.064617082,4.517488334,6.26E-06,0.000111793,
ENSG00000135424,399.3195113,0.291875654,0.10392598,2.808495562,0.004977357,0.033232004,
ENSG00000205060,1027.95535,0.291762178,0.072134223,4.044712278,5.24E-05,0.000728853,
ENSG00000179899,1250.455668,0.291342863,0.075106233,3.87907701,0.000104854,0.001323183,
ENSG00000169992,1127.073156,0.291271349,0.074294301,3.920507275,8.84E-05,0.001148259,
ENSG00000090861,6982.571989,0.291220919,0.045620185,6.38359788,1.73E-10,7.15E-09,
ENSG00000168447,618.906518,0.291156788,0.10462779,2.782786372,0.005389428,0.035487908,
ENSG00000189337,4293.935524,0.290905314,0.050412498,5.77049991,7.90E-09,2.54E-07,
ENSG00000071564,2480.000215,0.290828858,0.060665701,4.793958552,1.64E-06,3.37E-05,
ENSG00000104763,1920.20944,0.290485967,0.058796831,4.940503802,7.79E-07,1.74E-05,
ENSG00000008256,1211.821101,0.290016557,0.065786948,4.408420904,1.04E-05,0.000175791,
ENSG00000141401,1571.229505,0.290004059,0.073452486,3.948185725,7.87E-05,0.00104079,
ENSG00000230787,1334.232132,0.289941085,0.066218597,4.378544684,1.19E-05,0.000197876,
ENSG00000141569,1485.962147,0.289405908,0.064541516,4.48402711,7.32E-06,0.000128729,
ENSG00000189334,5427.564094,0.289397694,0.054626479,5.297754822,1.17E-07,3.04E-06,
ENSG00000177000,640.0910799,0.289125381,0.086201564,3.354061883,0.000796346,0.007389645,
ENSG00000135549,951.1308903,0.28899376,0.075660499,3.81961212,0.000133662,0.001624479,
ENSG00000244005,718.7492746,0.288989616,0.080517857,3.589136943,0.000331775,0.003513627,
ENSG00000102882,1170.079835,0.28895464,0.073752651,3.917888175,8.93E-05,0.001158555,
ENSG00000109854,1064.698077,0.288815185,0.070119266,4.118913396,3.81E-05,0.000550578,
ENSG00000152518,7035.948312,0.288776806,0.056929128,5.072566874,3.92E-07,9.32E-06,
ENSG00000169733,927.2297083,0.288737396,0.072213702,3.998374097,6.38E-05,0.000866343,
ENSG00000197746,17309.87847,0.288667338,0.04002638,7.211927243,5.52E-13,3.21E-11,
ENSG00000149474,535.7804616,0.288288575,0.093060689,3.097855586,0.001949264,0.015614319,
ENSG00000213563,1005.574495,0.287785252,0.082799727,3.47567877,0.000509562,0.005095622,
ENSG00000090432,709.5128451,0.287310657,0.080761267,3.557530324,0.000374358,0.00389278,
ENSG00000178184,362.3647913,0.286786243,0.106808109,2.68506058,0.007251666,0.044923211,
ENSG00000197063,1679.673642,0.2864269,0.058155669,4.925175898,8.43E-07,1.86E-05,
ENSG00000187653,8310.782538,0.286218706,0.059737594,4.791266077,1.66E-06,3.41E-05,
ENSG00000156381,928.2543383,0.284779239,0.073733007,3.862303349,0.000112323,0.001403339,
ENSG00000160813,431.0372824,0.28469143,0.104224322,2.731525846,0.00630418,0.040193897,
ENSG00000158716,839.3150449,0.284657634,0.080561032,3.53344077,0.000410188,0.00421518,
ENSG00000137393,426.6553638,0.284309736,0.103473115,2.747667697,0.006002081,0.038734918,
ENSG00000214194,665.2632799,0.284200805,0.089553499,3.173530988,0.001505968,0.012569548,
ENSG00000103034,378.151168,0.284007456,0.104517316,2.717324432,0.006581206,0.04160366,
ENSG00000134780,686.618574,0.283960738,0.089131989,3.185845425,0.001443317,0.012150442,
ENSG00000160211,4978.07964,0.283791013,0.053626444,5.291997614,1.21E-07,3.12E-06,
ENSG00000179981,1889.370081,0.283761325,0.077626632,3.655463577,0.000256718,0.002824457,
ENSG00000107731,786.2393824,0.283646189,0.099972271,2.837248638,0.004550416,0.030946658,
ENSG00000188811,395.7527519,0.283563083,0.106120282,2.672091307,0.007538013,0.046283218,
ENSG00000187244,11821.08214,0.282709985,0.061006969,4.634060521,3.59E-06,6.86E-05,
ENSG00000172366,816.8582032,0.282570969,0.075144215,3.760382213,0.000169654,0.00199552,
ENSG00000260549,798.8564325,0.282402967,0.078325886,3.605487029,0.000311568,0.003327699,
ENSG00000266037,47308.02521,0.282142597,0.041752562,6.75749178,1.40E-11,6.91E-10,
ENSG00000172840,383.7062086,0.282092383,0.102761038,2.745129762,0.006048698,0.038978865,
ENSG00000242193,496.3480855,0.282056792,0.096405132,2.925744581,0.003436329,0.02477067,
ENSG00000233467,571.9397279,0.282003595,0.095643484,2.948487262,0.003193333,0.023366014,
ENSG00000167965,1955.447386,0.28200142,0.060331555,4.674194477,2.95E-06,5.76E-05,
ENSG00000050393,571.0103228,0.281792539,0.087914056,3.205318379,0.001349132,0.011479904,
ENSG00000145022,580.4828025,0.281145704,0.090493382,3.106809563,0.001891182,0.015221892,
ENSG00000253541,1324.012543,0.280974944,0.068630957,4.09399718,4.24E-05,0.000605412,
ENSG00000205002,435.9065142,0.280624737,0.097689996,2.872604668,0.004071032,0.028290222,
ENSG00000135446,2643.311625,0.280528498,0.052709721,5.322139651,1.03E-07,2.68E-06,
ENSG00000135365,1077.759386,0.280502902,0.070355466,3.986938281,6.69E-05,0.00090267,
ENSG00000198740,2233.066615,0.280075563,0.067497108,4.149445414,3.33E-05,0.000488732,
ENSG00000060656,639.4830034,0.28005842,0.097207452,2.881038592,0.003963671,0.027726376,
ENSG00000162073,1380.539653,0.279980118,0.079488138,3.52228804,0.000427839,0.004363089,
ENSG00000167397,477.9720445,0.279917589,0.104745212,2.672366439,0.007531835,0.046259421,
ENSG00000108292,3763.415865,0.279722788,0.055035961,5.082545744,3.72E-07,8.89E-06,
ENSG00000161714,4004.298548,0.278386658,0.063112639,4.410949396,1.03E-05,0.000173897,
ENSG00000197705,1154.243544,0.278170291,0.087235526,3.188727172,0.001429007,0.012047313,
ENSG00000078804,545.560786,0.277697897,0.101171684,2.74481836,0.00605444,0.038997658,
ENSG00000166963,635.7736768,0.277201069,0.094285242,2.94002605,0.003281847,0.023853943,
ENSG00000090487,3531.369727,0.276585499,0.053300627,5.189160362,2.11E-07,5.30E-06,
ENSG00000123415,679.6378705,0.276519174,0.082496576,3.351886666,0.000802629,0.007440589,
ENSG00000185432,620.0841466,0.276490679,0.091952137,3.006897818,0.002639285,0.020092167,
ENSG00000005249,682.0457246,0.276404714,0.083508069,3.309916237,0.000933239,0.00843779,
ENSG00000001461,483.7803647,0.276385764,0.09879219,2.797647908,0.005147619,0.034198304,
ENSG00000132481,1040.272909,0.275872653,0.070731893,3.900258285,9.61E-05,0.001232727,
ENSG00000230626,1486.046819,0.275631223,0.06279398,4.389453023,1.14E-05,0.000189771,
ENSG00000233837,576.7735028,0.275583534,0.100534363,2.741187444,0.006121757,0.039280135,
ENSG00000073464,1505.08493,0.275504013,0.074190293,3.713477867,0.00020443,0.002336181,
ENSG00000105722,2378.901215,0.275491516,0.060254287,4.572147991,4.83E-06,8.95E-05,
ENSG00000130489,529.0103519,0.275353803,0.102427603,2.688277324,0.007182172,0.044561407,
ENSG00000214297,2384.820559,0.275086126,0.063860654,4.307599593,1.65E-05,0.000263978,
ENSG00000163346,555.9876752,0.274940854,0.09112081,3.017322333,0.002550185,0.019495134,
ENSG00000105404,1103.19246,0.274840424,0.070788334,3.882566631,0.00010336,0.001309977,
ENSG00000173156,3886.632175,0.274785666,0.062748875,4.37913292,1.19E-05,0.000197506,
